x,y
7.0199,-39.3792
7.0244,-39.3784
7.0289,-39.3776
7.0334,-39.3768
7.0378,-39.376
7.0423,-39.3752
7.0468,-39.3744
7.0513,-39.3736
7.0557,-39.3728
7.0602,-39.372
7.0647,-39.3712
7.0691,-39.3704
7.0736,-39.3696
7.078,-39.3688
7.0825,-39.368
7.0869,-39.3672
7.0914,-39.3664
7.0958,-39.3656
7.1002,-39.3648
7.1047,-39.364
7.1091,-39.3632
7.1135,-39.3624
7.1179,-39.3616
7.1224,-39.3608
7.1268,-39.36
7.1312,-39.3592
7.1356,-39.3584
7.14,-39.3576
7.1444,-39.3568
7.1488,-39.356
7.1532,-39.3552
7.1576,-39.3544
7.162,-39.3536
7.1664,-39.3528
7.1708,-39.352
7.1752,-39.3512
7.1796,-39.3504
7.184,-39.3496
7.1884,-39.3488
7.1927,-39.348
7.1971,-39.3472
7.2015,-39.3464
7.2059,-39.3456
7.2102,-39.3448
7.2146,-39.344
7.219,-39.3432
7.2233,-39.3424
7.2277,-39.3416
7.232,-39.3408
7.2364,-39.34
7.2407,-39.3392
7.2451,-39.3384
7.2494,-39.3376
7.2538,-39.3368
7.2581,-39.336
7.2624,-39.3352
7.2668,-39.3344
7.2711,-39.3336
7.2754,-39.3328
7.2797,-39.332
7.2841,-39.3312
7.2884,-39.3304
7.2927,-39.3296
7.297,-39.3288
7.3013,-39.328
7.3056,-39.3272
7.3099,-39.3264
7.3142,-39.3256
7.3185,-39.3248
7.3228,-39.324
7.3271,-39.3232
7.3314,-39.3224
7.3357,-39.3216
7.34,-39.3208
7.3443,-39.32
7.3486,-39.3192
7.3528,-39.3184
7.3571,-39.3176
7.3614,-39.3168
7.3657,-39.316
7.3699,-39.3152
7.3742,-39.3144
7.3785,-39.3136
7.3827,-39.3128
7.387,-39.312
7.3912,-39.3112
7.3955,-39.3104
7.3997,-39.3096
7.404,-39.3088
7.4082,-39.308
7.4125,-39.3072
7.4167,-39.3064
7.421,-39.3056
7.4252,-39.3048
7.4294,-39.304
7.4337,-39.3032
7.4379,-39.3024
7.4421,-39.3016
7.4463,-39.3008
7.4506,-39.3
7.4548,-39.2992
7.459,-39.2984
7.4632,-39.2976
7.4674,-39.2968
7.4716,-39.296
7.4758,-39.2952
7.48,-39.2944
7.4842,-39.2936
7.4884,-39.2928
7.4926,-39.292
7.4968,-39.2912
7.501,-39.2904
7.5052,-39.2896
7.5094,-39.2888
7.5136,-39.288
7.5178,-39.2872
7.5219,-39.2864
7.5261,-39.2856
7.5303,-39.2848
7.5345,-39.284
7.5386,-39.2832
7.5428,-39.2824
7.547,-39.2816
7.5511,-39.2808
7.5553,-39.28
7.5594,-39.2792
7.5636,-39.2784
7.5678,-39.2776
7.5719,-39.2768
7.5761,-39.276
7.5802,-39.2752
7.5843,-39.2744
7.5885,-39.2736
7.5926,-39.2728
7.5968,-39.272
7.6009,-39.2712
7.605,-39.2704
7.6092,-39.2696
7.6133,-39.2688
7.6174,-39.268
7.6215,-39.2672
7.6257,-39.2664
7.6298,-39.2656
7.6339,-39.2648
7.638,-39.264
7.6421,-39.2632
7.6462,-39.2624
7.6503,-39.2616
7.6544,-39.2608
7.6585,-39.26
7.6626,-39.2592
7.6667,-39.2584
7.6708,-39.2576
7.6749,-39.2568
7.679,-39.256
7.6831,-39.2552
7.6872,-39.2544
7.6913,-39.2536
7.6954,-39.2528
7.6994,-39.252
7.7035,-39.2512
7.7076,-39.2504
7.7117,-39.2496
7.7157,-39.2488
7.7198,-39.248
7.7239,-39.2472
7.7279,-39.2464
7.732,-39.2456
7.736,-39.2448
7.7401,-39.244
7.7442,-39.2432
7.7482,-39.2424
7.7523,-39.2416
7.7563,-39.2408
7.7604,-39.24
7.7644,-39.2392
7.7684,-39.2384
7.7725,-39.2376
7.7765,-39.2368
7.7806,-39.236
7.7846,-39.2352
7.7886,-39.2344
7.7927,-39.2336
7.7967,-39.2328
7.8007,-39.232
7.8047,-39.2312
7.8087,-39.2304
7.8128,-39.2296
7.8168,-39.2288
7.8208,-39.228
7.8248,-39.2272
7.8288,-39.2264
7.8328,-39.2256
7.8368,-39.2248
7.8408,-39.224
7.8448,-39.2232
7.8488,-39.2224
7.8528,-39.2216
7.8568,-39.2208
7.8608,-39.22
7.8648,-39.2192
7.8688,-39.2184
7.8728,-39.2176
7.8768,-39.2168
7.8807,-39.216
7.8847,-39.2152
7.8887,-39.2144
7.8927,-39.2136
7.8967,-39.2128
7.9006,-39.212
7.9046,-39.2112
7.9086,-39.2104
7.9125,-39.2096
7.9165,-39.2088
7.9204,-39.208
7.9244,-39.2072
7.9284,-39.2064
7.9323,-39.2056
7.9363,-39.2048
7.9402,-39.204
7.9442,-39.2032
7.9481,-39.2024
7.9521,-39.2016
7.956,-39.2008
7.9599,-39.2
7.9639,-39.1992
7.9678,-39.1984
7.9718,-39.1976
7.9757,-39.1968
7.9796,-39.196
7.9836,-39.1952
7.9875,-39.1944
7.9914,-39.1936
7.9953,-39.1928
7.9992,-39.192
8.0032,-39.1912
8.0071,-39.1904
8.011,-39.1896
8.0149,-39.1888
8.0188,-39.188
8.0227,-39.1872
8.0266,-39.1864
8.0305,-39.1856
8.0344,-39.1848
8.0383,-39.184
8.0422,-39.1832
8.0461,-39.1824
8.05,-39.1816
8.0539,-39.1808
8.0578,-39.18
8.0617,-39.1792
8.0656,-39.1784
8.0695,-39.1776
8.0734,-39.1768
8.0772,-39.176
8.0811,-39.1752
8.085,-39.1744
8.0889,-39.1736
8.0927,-39.1728
8.0966,-39.172
8.1005,-39.1712
8.1044,-39.1704
8.1082,-39.1696
8.1121,-39.1688
8.1159,-39.168
8.1198,-39.1672
8.1237,-39.1664
8.1275,-39.1656
8.1314,-39.1648
8.1352,-39.164
8.1391,-39.1632
8.1429,-39.1624
8.1468,-39.1616
8.1506,-39.1608
8.1545,-39.16
8.1583,-39.1592
8.1621,-39.1584
8.166,-39.1576
8.1698,-39.1568
8.1736,-39.156
8.1775,-39.1552
8.1813,-39.1544
8.1851,-39.1536
8.189,-39.1528
8.1928,-39.152
8.1966,-39.1512
8.2004,-39.1504
8.2042,-39.1496
8.2081,-39.1488
8.2119,-39.148
8.2157,-39.1472
8.2195,-39.1464
8.2233,-39.1456
8.2271,-39.1448
8.2309,-39.144
8.2347,-39.1432
8.2385,-39.1424
8.2423,-39.1416
8.2461,-39.1408
8.2499,-39.14
8.2537,-39.1392
8.2575,-39.1384
8.2613,-39.1376
8.2651,-39.1368
8.2689,-39.136
8.2727,-39.1352
8.2764,-39.1344
8.2802,-39.1336
8.284,-39.1328
8.2878,-39.132
8.2916,-39.1312
8.2953,-39.1304
8.2991,-39.1296
8.3029,-39.1288
8.3067,-39.128
8.3104,-39.1272
8.3142,-39.1264
8.3179,-39.1256
8.3217,-39.1248
8.3255,-39.124
8.3292,-39.1232
8.333,-39.1224
8.3367,-39.1216
8.3405,-39.1208
8.3442,-39.12
8.348,-39.1192
8.3517,-39.1184
8.3555,-39.1176
8.3592,-39.1168
8.363,-39.116
8.3667,-39.1152
8.3705,-39.1144
8.3742,-39.1136
8.3779,-39.1128
8.3817,-39.112
8.3854,-39.1112
8.3891,-39.1104
8.3929,-39.1096
8.3966,-39.1088
8.4003,-39.108
8.404,-39.1072
8.4078,-39.1064
8.4115,-39.1056
8.4152,-39.1048
8.4189,-39.104
8.4226,-39.1032
8.4263,-39.1024
8.43,-39.1016
8.4338,-39.1008
8.4375,-39.1
8.4412,-39.0992
8.4449,-39.0984
8.4486,-39.0976
8.4523,-39.0968
8.456,-39.096
8.4597,-39.0952
8.4634,-39.0944
8.4671,-39.0936
8.4708,-39.0928
8.4745,-39.092
8.4781,-39.0912
8.4818,-39.0904
8.4855,-39.0896
8.4892,-39.0888
8.4929,-39.088
8.4966,-39.0872
8.5002,-39.0864
8.5039,-39.0856
8.5076,-39.0848
8.5113,-39.084
8.5149,-39.0832
8.5186,-39.0824
8.5223,-39.0816
8.526,-39.0808
8.5296,-39.08
8.5333,-39.0792
8.5369,-39.0784
8.5406,-39.0776
8.5443,-39.0768
8.5479,-39.076
8.5516,-39.0752
8.5552,-39.0744
8.5589,-39.0736
8.5625,-39.0728
8.5662,-39.072
8.5698,-39.0712
8.5735,-39.0704
8.5771,-39.0696
8.5808,-39.0688
8.5844,-39.068
8.5881,-39.0672
8.5917,-39.0664
8.5953,-39.0656
8.599,-39.0648
8.6026,-39.064
8.6062,-39.0632
8.6099,-39.0624
8.6135,-39.0616
8.6171,-39.0608
8.6207,-39.06
8.6244,-39.0592
8.628,-39.0584
8.6316,-39.0576
8.6352,-39.0568
8.6388,-39.056
8.6425,-39.0552
8.6461,-39.0544
8.6497,-39.0536
8.6533,-39.0528
8.6569,-39.052
8.6605,-39.0512
8.6641,-39.0504
8.6677,-39.0496
8.6713,-39.0488
8.6749,-39.048
8.6785,-39.0472
8.6821,-39.0464
8.6857,-39.0456
8.6893,-39.0448
8.6929,-39.044
8.6965,-39.0432
8.7001,-39.0424
8.7037,-39.0416
8.7073,-39.0408
8.7109,-39.04
8.7145,-39.0392
8.718,-39.0384
8.7216,-39.0376
8.7252,-39.0368
8.7288,-39.036
8.7324,-39.0352
8.7359,-39.0344
8.7395,-39.0336
8.7431,-39.0328
8.7466,-39.032
8.7502,-39.0312
8.7538,-39.0304
8.7574,-39.0296
8.7609,-39.0288
8.7645,-39.028
8.768,-39.0272
8.7716,-39.0264
8.7752,-39.0256
8.7787,-39.0248
8.7823,-39.024
8.7858,-39.0232
8.7894,-39.0224
8.7929,-39.0216
8.7965,-39.0208
8.8,-39.02
8.8036,-39.0192
8.8071,-39.0184
8.8107,-39.0176
8.8142,-39.0168
8.8177,-39.016
8.8213,-39.0152
8.8248,-39.0144
8.8284,-39.0136
8.8319,-39.0128
8.8354,-39.012
8.839,-39.0112
8.8425,-39.0104
8.846,-39.0096
8.8495,-39.0088
8.8531,-39.008
8.8566,-39.0072
8.8601,-39.0064
8.8636,-39.0056
8.8672,-39.0048
8.8707,-39.004
8.8742,-39.0032
8.8777,-39.0024
8.8812,-39.0016
8.8847,-39.0008
8.8882,-39.0
8.8918,-38.9992
8.8953,-38.9984
8.8988,-38.9976
8.9023,-38.9968
8.9058,-38.996
8.9093,-38.9952
8.9128,-38.9944
8.9163,-38.9936
8.9198,-38.9928
8.9233,-38.992
8.9268,-38.9912
8.9303,-38.9904
8.9338,-38.9896
8.9372,-38.9888
8.9407,-38.988
8.9442,-38.9872
8.9477,-38.9864
8.9512,-38.9856
8.9547,-38.9848
8.9582,-38.984
8.9616,-38.9832
8.9651,-38.9824
8.9686,-38.9816
8.9721,-38.9808
8.9755,-38.98
8.979,-38.9792
8.9825,-38.9784
8.986,-38.9776
8.9894,-38.9768
8.9929,-38.976
8.9964,-38.9752
8.9998,-38.9744
9.0033,-38.9736
9.0068,-38.9728
9.0102,-38.972
9.0137,-38.9712
9.0171,-38.9704
9.0206,-38.9696
9.0241,-38.9688
9.0275,-38.968
9.031,-38.9672
9.0344,-38.9664
9.0379,-38.9656
9.0413,-38.9648
9.0448,-38.964
9.0482,-38.9632
9.0516,-38.9624
9.0551,-38.9616
9.0585,-38.9608
9.062,-38.96
9.0654,-38.9592
9.0688,-38.9584
9.0723,-38.9576
9.0757,-38.9568
9.0792,-38.956
