x,y
5.2734,-24.4375
5.2776,-24.4366
5.2818,-24.4357
5.2855,-24.4349
5.2896,-24.434
5.2933,-24.4332
5.2975,-24.4323
5.3012,-24.4315
5.3053,-24.4306
5.3095,-24.4297
5.3131,-24.4289
5.3173,-24.428
5.3209,-24.4272
5.3251,-24.4263
5.3287,-24.4255
5.3329,-24.4246
5.3365,-24.4238
5.3406,-24.4229
5.3448,-24.422
5.3484,-24.4212
5.3525,-24.4203
5.3562,-24.4195
5.3603,-24.4186
5.3639,-24.4178
5.368,-24.4169
5.3721,-24.416
5.3757,-24.4152
5.3798,-24.4143
5.3835,-24.4135
5.3875,-24.4126
5.3912,-24.4118
5.3952,-24.4109
5.3988,-24.4101
5.4029,-24.4092
5.407,-24.4083
5.4106,-24.4075
5.4146,-24.4066
5.4183,-24.4058
5.4223,-24.4049
5.4259,-24.4041
5.43,-24.4032
5.434,-24.4023
5.4376,-24.4015
5.4416,-24.4006
5.4452,-24.3998
5.4492,-24.3989
5.4528,-24.3981
5.4568,-24.3972
5.4604,-24.3964
5.4644,-24.3955
5.4685,-24.3946
5.472,-24.3938
5.476,-24.3929
5.4796,-24.3921
5.4836,-24.3912
5.4872,-24.3904
5.4912,-24.3895
5.4947,-24.3887
5.4987,-24.3878
5.5027,-24.3869
5.5062,-24.3861
5.5102,-24.3852
5.5138,-24.3844
5.5177,-24.3835
5.5213,-24.3827
5.5252,-24.3818
5.5292,-24.3809
5.5327,-24.3801
5.5367,-24.3792
5.5402,-24.3784
5.5442,-24.3775
5.5477,-24.3767
5.5517,-24.3758
5.5552,-24.375
5.5591,-24.3741
5.5631,-24.3732
5.5666,-24.3724
5.5705,-24.3715
5.574,-24.3707
5.5779,-24.3698
5.5814,-24.369
5.5854,-24.3681
5.5893,-24.3672
5.5928,-24.3664
5.5967,-24.3655
5.6002,-24.3647
5.6041,-24.3638
5.6076,-24.363
5.6115,-24.3621
5.6149,-24.3613
5.6188,-24.3604
5.6228,-24.3595
5.6262,-24.3587
5.6301,-24.3578
5.6336,-24.357
5.6375,-24.3561
5.6409,-24.3553
5.6448,-24.3544
5.6487,-24.3535
5.6521,-24.3527
5.656,-24.3518
5.6594,-24.351
5.6633,-24.3501
5.6668,-24.3493
5.6706,-24.3484
5.6741,-24.3476
5.6779,-24.3467
5.6818,-24.3458
5.6852,-24.345
5.6891,-24.3441
5.6925,-24.3433
5.6963,-24.3424
5.6997,-24.3416
5.7036,-24.3407
5.7074,-24.3398
5.7108,-24.339
5.7147,-24.3381
5.7181,-24.3373
5.7219,-24.3364
5.7253,-24.3356
5.7291,-24.3347
5.7325,-24.3339
5.7363,-24.333
5.7402,-24.3321
5.7436,-24.3313
5.7474,-24.3304
5.7508,-24.3296
5.7546,-24.3287
5.7579,-24.3279
5.7617,-24.327
5.7651,-24.3262
5.7689,-24.3253
5.7727,-24.3244
